Force RMSE (N),Force MAE (N),Force bias (N),Filtered Fc std (N),ATR (%),Integral u2,Position-state RMSE (um),Velocity-state RMSE (m/s),Modal displacement RMSE,Modal velocity RMSE,State events,Check triggers,Max state norm,Max V,Minimum inter-event time (ms),Maximum OFF interval (ms),Finite trajectory,beta,Seed
0.910316683201308,0.7287656025415667,0.0033918093270190732,36.518896330868415,73.59151595492851,2566.875050147892,16.451709675851582,0.0041299808204518845,0.0028976803476000925,0.14618101510878453,287,9,0.2511222116688423,17.743095060907482,16.499999999999737,51.60549154637284,True,0.15,3
0.9069574604303584,0.7248157426126673,0.013834182147341719,36.88124536101689,76.59312565098003,2402.4982033595397,16.48978439371258,0.004188963004291971,0.0028169373905164914,0.1414791651099109,290,8,0.23088244207959527,15.109081219287972,16.499999999999737,51.53506238789696,True,0.15,4
0.9212079762545823,0.734718076892662,-0.017615567262134434,36.45172882044897,76.95294006249408,2488.9176081870705,16.29822923873112,0.004188865511944951,0.0027866171225757793,0.13887375331666552,305,8,0.2153113019980303,14.941532177690956,16.499999999999737,50.88742143328795,True,0.15,5
0.9209670362440148,0.731686914946112,0.0019366351792124235,36.57643264948189,70.34371745099895,2236.2834596075395,16.368245318623554,0.004216068247136846,0.0029157132303820605,0.14629748493560213,274,12,0.23072281883808335,14.816029688278974,16.499999999999737,50.98899891898245,True,0.15,6
0.9239853247959512,0.7381189687152536,-0.017134473303055262,36.901602078056946,73.43054634977749,2727.9671174387595,16.476614595673983,0.00423759925222177,0.002921959511137449,0.14635022096340036,295,10,0.22622798689077978,18.418087507480756,16.499999999999737,51.52714374539269,True,0.15,7
0.9218679977197864,0.7349726841263704,0.006008631496555237,37.02096636411785,75.3621816115898,2589.439923240275,16.271268801654813,0.004138555230556703,0.002889494063907637,0.14545493836539422,288,10,0.20740259716412765,16.264910277162308,16.499999999999737,50.92256826795705,True,0.15,8
0.9306701813659464,0.7423340016872463,-0.006747980748561639,36.64916275560269,75.2864312091658,2722.358889626302,16.30388651970932,0.00416914387852592,0.002810771242148362,0.14158694335900524,304,6,0.20947597675147736,14.868194144822695,16.499999999999737,51.59275168017352,True,0.15,9
0.9194229912830615,0.7348623422880325,0.001033230223141629,36.463738437388365,75.3621816115898,2387.2042204334984,16.496424147808185,0.004216416824890503,0.0028678954430959532,0.14382364745590814,296,7,0.28657772076119076,15.909061348176976,16.499999999999737,51.592911276004294,True,0.15,10
0.9261465285562384,0.7408784324432327,0.007274932397029092,36.84467344334524,72.3416343149323,2444.6464908056723,16.065881849843436,0.004187667660620116,0.002844787187474912,0.1422994506837232,277,11,0.25746679665766214,30.201721211417173,16.499999999999737,51.699170889569324,True,0.2,1
0.9256999948766449,0.7399438029717277,0.022818232796703475,36.32498512877935,72.63516712432535,1916.1418899406965,16.250168478577177,0.004174988066008915,0.0028659409844633468,0.14242593621834373,282,11,0.23619907406817944,32.561899765136886,16.50000000000018,51.55813810480758,True,0.2,2
